id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
482,Usha Tiwari,065266426735,12724553375,Canara Bank,"House 322, Model Town, Kamrup",Kamrup,PM-KISAN,3543.61,1959-02-25,9648784962,2024-10-05
483,Vinod Devi,201362608463,97561547055,Punjab National Bank,"House 583, Rampur, Kamrup",Kamrup,NSP Scholarship,10193.54,1995-03-19,9516411955,2023-04-14
484,Leela Tiwari,014011939325,01249552893,UCO Bank,"House 584, Rampur, Dhubri",Dhubri,PM-KISAN,2396.42,1999-12-30,9833428013,2022-11-10
485,Mangala Rani,084289107711,99180812135,Bank of Baroda,"House 746, Shantinagar, Goalpara",Goalpara,PM Awas Yojana,141244.9,1956-07-15,9125521376,2021-05-16
486,Kavita Jha,924991251341,25286692966,Bank of Baroda,"House 499, Bapunagar, Kamrup",Kamrup,PM Awas Yojana,136121.38,1985-09-16,9827422579,2025-05-21
487,Geeta Gupta,234149929009,66270266045,State Bank of India,"House 986, Nehru Vihar, Lucknow",Lucknow,PM-KISAN,3445.23,1983-10-30,9217400391,2025-05-28
488,Bharat Das,072311127128,52464844941,State Bank of India,"House 405, Model Town, Barpeta",Barpeta,NSP Scholarship,10970.4,1983-02-12,9187328077,2025-01-27
489,Rajan Devi,282671269379,49995225296,Punjab National Bank,"House 265, Shantinagar, Lakhimpur",Lakhimpur,NSP Scholarship,9154.15,1976-04-09,9368681114,2024-06-09
490,Anita Mukherjee,263982146584,04499727875,Punjab National Bank,"House 566, Model Town, Dhubri",Dhubri,MGNREGA,9521.16,1960-05-26,9533963605,2021-07-05
491,Pushpa Gupta,288498745513,58727174306,UCO Bank,"House 983, Nehru Vihar, Allahabad",Allahabad,PM-KISAN,5940.48,1991-10-09,9640343988,2025-04-27
492,Prakash Singh,706594805316,11615594078,State Bank of India,"House 135, Bapunagar, Sonitpur",Sonitpur,MGNREGA,4566.44,1974-05-19,9330372718,2023-05-14
493,Usha Rani,299124190496,63193149190,Punjab National Bank,"House 546, Gandhi Nagar, Allahabad",Allahabad,PM Awas Yojana,139845.64,1995-01-24,9850671657,2021-09-20
494,Savita Singh,394640830373,60601488608,Punjab National Bank,"House 788, Nehru Vihar, Goalpara",Goalpara,PM Awas Yojana,139899.43,1956-09-11,9938841368,2021-08-13
495,Rekha Mukherjee,317456424008,25478077406,Punjab National Bank,"House 612, Krishnanagar, Sonitpur",Sonitpur,PM Awas Yojana,143903.02,1967-09-24,9368663266,2024-06-13
496,Dinesh Pandey,021572312524,23525600858,UCO Bank,"House 317, Nehru Vihar, Allahabad",Allahabad,Ayushman Bharat,451756.14,1966-03-21,9172150520,2022-03-06
497,Mangala Reddy,451046250692,96568512062,Canara Bank,"House 897, Gandhi Nagar, Goalpara",Goalpara,NSAP Pension,4786.04,1985-02-28,9935097934,2021-11-05
498,Usha Mukherjee,767760064345,97317303324,UCO Bank,"House 811, Gandhi Nagar, Goalpara",Goalpara,PM-KISAN,4993.67,1960-10-09,9574510484,2022-09-11
499,Ashok Gupta,688615335554,39878015739,UCO Bank,"House 250, Rampur, Kamrup",Kamrup,NSAP Pension,4666.72,1972-06-16,9616484085,2022-10-20
500,Rajan Reddy,108677133344,76263934362,Canara Bank,"House 812, Krishnanagar, Kamrup",Kamrup,PM Awas Yojana,120863.19,1977-10-06,9397359710,2023-01-21
501,Prakash Devi,307122600822,79402654235,UCO Bank,"House 239, Bapunagar, Kamrup",Kamrup,PM-KISAN,3853.2,1976-02-26,9270549857,2021-07-25
502,Mangala Rani,658260825263,79412886691,State Bank of India,"House 830, Krishnanagar, Allahabad",Allahabad,MGNREGA,11066.63,1983-08-28,9214252611,2022-05-27
503,Pushpa Pandey,731815605427,07995947611,State Bank of India,"House 53, Gandhi Nagar, Darrang",Darrang,PM-KISAN,5813.45,1958-11-05,9647545657,2024-11-05
504,Mohan Patel,478519610646,28792326487,State Bank of India,"House 843, Model Town, Varanasi",Varanasi,PM-KISAN,3207.97,1973-12-26,9787300244,2022-02-04
505,Saroj Nath,401658202970,21355690927,Punjab National Bank,"House 381, Gandhi Nagar, Darrang",Darrang,PM Awas Yojana,142892.53,1988-11-24,9856543102,2022-11-20
506,Pushpa Das,105566139060,48058925832,State Bank of India,"House 690, Bapunagar, Allahabad",Allahabad,NSAP Pension,5988.94,1961-04-10,9998136462,2024-12-11
507,Suresh Tiwari,016481880442,87738363816,Punjab National Bank,"House 249, Krishnanagar, Nagaon",Nagaon,PM-KISAN,4692.0,1988-07-22,9694289464,2024-10-18
508,Rajesh Tiwari,098058771555,90627879025,UCO Bank,"House 101, Bapunagar, Lakhimpur",Lakhimpur,PM-KISAN,2607.78,1977-05-07,9637216266,2021-08-15
509,Meera Gupta,304588165025,44724191650,Bank of Baroda,"House 714, Shantinagar, Sivasagar",Sivasagar,PM-KISAN,3094.4,1963-11-23,9617718249,2022-09-01
510,Kiran Verma,678706763532,23718592126,UCO Bank,"House 738, Shantinagar, Lakhimpur",Lakhimpur,PM-KISAN,4588.49,1968-04-08,9637114294,2024-08-09
511,Dinesh Patel,516091779827,08086978292,Bank of Baroda,"House 107, Gandhi Nagar, Lakhimpur",Lakhimpur,Ayushman Bharat,34588.48,1972-05-17,9866934654,2023-02-23
512,Suresh Roy,700409304541,84039822180,Bank of Baroda,"House 603, Gandhi Nagar, Kamrup",Kamrup,Ayushman Bharat,22714.53,1986-11-13,9038588640,2021-12-26
513,Suresh Verma,458408114415,72814361168,Canara Bank,"House 122, Rampur, Dhubri",Dhubri,Ayushman Bharat,18811.21,1935-08-07,9361189260,2023-10-27
514,Suresh Nath,713073510458,47436213009,Canara Bank,"House 187, Shantinagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,14380.3,1969-05-16,9766947031,2022-07-16
515,Rekha Reddy,644160332888,07005102874,Punjab National Bank,"House 702, Rampur, Darrang",Darrang,PM-KISAN,2600.25,1999-05-08,9220175454,2025-04-24
516,Rajesh Pandey,078308306978,99951454983,Canara Bank,"House 473, Rampur, Lakhimpur",Lakhimpur,PM Awas Yojana,127806.37,1958-02-11,9490668867,2023-08-06
517,Sanjay Rani,054156676527,75841616928,Punjab National Bank,"House 329, Rampur, Lucknow",Lucknow,MGNREGA,3960.83,1974-09-23,9479627570,2021-08-11
518,Lalita Singh,310287950830,44058093511,UCO Bank,"House 455, Rampur, Darrang",Darrang,PMKVY Skill Dev,14132.43,1979-12-28,9359561642,2025-07-19
519,Rajan Das,949684364538,04421017509,Canara Bank,"House 82, Bapunagar, Kanpur",Kanpur,MGNREGA,12173.21,1961-03-30,9015959194,2021-08-10
520,Savita Yadav,150164261070,33508424319,UCO Bank,"House 887, Krishnanagar, Allahabad",Allahabad,NSP Scholarship,8200.99,1975-05-13,9848130041,2021-07-18
521,Bharat Yadav,831435989262,56609314181,UCO Bank,"House 417, Rampur, Lucknow",Lucknow,Ayushman Bharat,19821.09,1993-04-08,9554234016,2024-06-09
522,Sanjay Mukherjee,298781921474,79402654235,UCO Bank,"House 747, Nehru Vihar, Darrang",Darrang,PM Awas Yojana,128401.23,1973-11-19,9604293717,2021-08-23
523,Priya Rani,148468536649,87820829737,Punjab National Bank,"House 960, Bapunagar, Dhubri",Dhubri,Ayushman Bharat,28972.37,1962-05-04,9908357232,2021-07-02
524,Meera Iyer,416516231981,89847139155,UCO Bank,"House 755, Gandhi Nagar, Darrang",Darrang,PM-KISAN,5223.37,1980-01-31,9632123476,2024-04-05
525,Priya Das,932380043647,58466486741,Canara Bank,"House 237, Gandhi Nagar, Allahabad",Allahabad,Ayushman Bharat,39502.58,1933-05-16,9063175529,2023-03-17
526,Ramesh Roy,964967379457,72785324264,Bank of Baroda,"House 377, Bapunagar, Gorakhpur",Gorakhpur,PM-KISAN,2083.75,1974-05-08,9207683625,2024-07-08
527,Rekha Reddy,179138601571,17132194024,Canara Bank,"House 686, Model Town, Barpeta",Barpeta,NSP Scholarship,3038.77,1993-05-01,9411287452,2022-12-20
528,Suresh Devi,664187758030,46875063519,State Bank of India,"House 756, Krishnanagar, Lucknow",Lucknow,NSP Scholarship,11802.86,1963-03-25,9133254110,2022-12-30
529,Saroj Verma,241862104275,23083708164,Canara Bank,"House 54, Nehru Vihar, Darrang",Darrang,PM-KISAN,2018.66,1967-05-24,9335331060,2025-08-09
530,Mohan Patel,415959775244,18222618962,UCO Bank,"House 566, Bapunagar, Lakhimpur",Lakhimpur,NSP Scholarship,7226.11,1976-01-08,9312710267,2023-07-24
531,Kavita Singh,011546175808,03889044104,State Bank of India,"House 279, Krishnanagar, Sonitpur",Sonitpur,MGNREGA,3766.49,1964-11-09,9685135381,2024-02-23
532,Leela Nath,496683496047,84217028516,Bank of Baroda,"House 164, Shantinagar, Barpeta",Barpeta,PMKVY Skill Dev,14959.97,1979-06-09,9648820893,2024-03-12
533,Anita Pandey,370194539117,76665052761,Bank of Baroda,"House 28, Model Town, Sivasagar",Sivasagar,PM Awas Yojana,137264.96,1993-06-27,9578061902,2024-12-11
534,Saroj Sharma,966553307704,61172959639,State Bank of India,"House 292, Rampur, Goalpara",Goalpara,NSP Scholarship,8793.0,2000-10-31,9742608805,2022-01-26
535,Saroj Gupta,990076862763,32838963376,State Bank of India,"House 518, Shantinagar, Darrang",Darrang,NSAP Pension,4467.0,1965-02-21,9267136841,2025-09-06
536,Savita Verma,809339137326,53060119875,Canara Bank,"House 98, Gandhi Nagar, Dhubri",Dhubri,NSP Scholarship,11646.66,1964-09-19,9880023009,2025-02-01
537,Savita Sharma,836264488694,61195243640,Bank of Baroda,"House 836, Gandhi Nagar, Allahabad",Allahabad,PMKVY Skill Dev,8018.94,1994-12-26,9686462252,2021-09-27
538,Deepak Devi,557512476400,06875868240,Punjab National Bank,"House 74, Gandhi Nagar, Lucknow",Lucknow,PMKVY Skill Dev,12591.37,1978-05-05,9512244418,2022-05-21
539,Saroj Devi,133053194979,69586780555,Punjab National Bank,"House 843, Gandhi Nagar, Goalpara",Goalpara,Ayushman Bharat,11830.04,1956-06-26,9382646091,2022-02-22
540,Sunita Das,759238319348,91800381463,Punjab National Bank,"House 131, Bapunagar, Darrang",Darrang,NSAP Pension,4348.14,1985-09-22,9421959730,2022-05-23
541,Ashok Sharma,705802566212,86716323467,Bank of Baroda,"House 619, Nehru Vihar, Goalpara",Goalpara,NSP Scholarship,11452.39,1983-01-15,9874302716,2022-04-18
542,Vinod Tiwari,748836076581,73906375791,Punjab National Bank,"House 341, Krishnanagar, Lakhimpur",Lakhimpur,Ayushman Bharat,41435.64,1993-09-30,9182379312,2023-06-05
543,Kiran Gupta,961803324260,50801849804,Bank of Baroda,"House 328, Krishnanagar, Kamrup",Kamrup,NSAP Pension,5414.46,1982-02-03,9377731268,2022-02-18
544,Kiran Kumar,495776253847,99999999999,Canara Bank,"House 771, Gandhi Nagar, Lucknow",Lucknow,PMKVY Skill Dev,15257.84,1970-04-07,9301647286,2024-12-29
545,Rekha Mishra,579211625069,89354646398,UCO Bank,"House 459, Rampur, Lucknow",Lucknow,PM-KISAN,2406.5,1974-09-12,9557039342,2023-01-08
546,Savita Singh,260647468723,43098050097,UCO Bank,"House 942, Model Town, Darrang",Darrang,Ayushman Bharat,28900.68,1996-02-24,9812191361,2022-06-29
547,Ashok Roy,397740633569,39290600780,Canara Bank,"House 544, Gandhi Nagar, Sivasagar",Sivasagar,NSAP Pension,3812.93,1992-06-16,9773180632,2023-09-04
548,Geeta Pandey,356140384531,98074682354,Canara Bank,"House 888, Nehru Vihar, Barpeta",Barpeta,PMKVY Skill Dev,11796.71,1992-06-27,9003076205,2024-02-14
549,Usha Kumar,013389083863,65076122283,State Bank of India,"House 374, Gandhi Nagar, Lucknow",Lucknow,NSP Scholarship,5664.36,1963-08-22,9853045555,2022-06-06
550,Meera Das,904098366552,89931608752,Punjab National Bank,"House 858, Krishnanagar, Nagaon",Nagaon,NSAP Pension,3899.3,1960-05-11,9294209548,2021-10-28
551,Kavita Verma,295927282709,08144152982,State Bank of India,"House 510, Krishnanagar, Gorakhpur",Gorakhpur,MGNREGA,10242.04,1970-12-25,9786718153,2023-08-21
552,Pushpa Verma,426937650167,67187762883,Canara Bank,"House 950, Krishnanagar, Kamrup",Kamrup,PMKVY Skill Dev,13189.31,1969-03-05,9016276292,2024-08-27
553,Mangala Kumar,225803056906,74471639282,Bank of Baroda,"House 288, Model Town, Kamrup",Kamrup,PM-KISAN,2460.08,1977-08-10,9363718923,2022-05-16
554,Rajesh Mishra,894484631224,17974973502,State Bank of India,"House 993, Nehru Vihar, Goalpara",Goalpara,PM-KISAN,2088.52,1992-01-28,9442703120,2022-12-02
555,Usha Sharma,277997995527,17744905814,Canara Bank,"House 463, Rampur, Nagaon",Nagaon,NSAP Pension,2038.94,1975-07-01,9119986798,2021-07-17
556,Anita Nath,754813866675,48581932426,UCO Bank,"House 453, Gandhi Nagar, Gorakhpur",Gorakhpur,NSAP Pension,4719.42,1978-10-10,9186520575,2021-08-08
557,Sunita Tiwari,797341855950,83745601703,UCO Bank,"House 845, Gandhi Nagar, Lucknow",Lucknow,NSP Scholarship,3906.96,1994-04-08,9759001706,2023-02-08
558,Santosh Ghosh,603721860032,03197899901,State Bank of India,"House 827, Shantinagar, Goalpara",Goalpara,PMKVY Skill Dev,8389.2,2000-01-25,9347131719,2023-01-26
559,Santosh Gupta,658263128196,48253110609,Bank of Baroda,"House 29, Nehru Vihar, Lucknow",Lucknow,Ayushman Bharat,36840.92,1994-03-08,9960275233,2024-01-08
560,Deepak Iyer,847759655553,56690551076,Bank of Baroda,"House 27, Nehru Vihar, Kanpur",Kanpur,PM-KISAN,2491.58,1976-03-06,9357978630,2022-02-09
561,Ramesh Patel,589298808583,82521293289,Canara Bank,"House 879, Krishnanagar, Lakhimpur",Lakhimpur,NSAP Pension,2969.37,1965-04-15,9468677524,2025-09-07
562,Vijay Ghosh,170066615541,64316704502,Bank of Baroda,"House 182, Nehru Vihar, Jorhat",Jorhat,Ayushman Bharat,5417.33,1987-04-12,9270093459,2023-05-12
563,Santosh Mishra,031617990421,02027588425,Bank of Baroda,"House 768, Model Town, Allahabad",Allahabad,Ayushman Bharat,44305.7,1990-08-29,9056481491,2022-11-26
564,Dinesh Kumar,926322399821,37455611404,Bank of Baroda,"House 533, Nehru Vihar, Dhubri",Dhubri,PM Awas Yojana,132217.44,1997-05-28,9505376660,2022-10-10
565,Rajesh Jha,849843624186,23690362891,Canara Bank,"House 489, Shantinagar, Sivasagar",Sivasagar,NSAP Pension,4541.34,1964-11-27,9620563411,2025-04-01
566,Mangala Das,273652717272,23972404226,UCO Bank,"House 193, Rampur, Varanasi",Varanasi,NSP Scholarship,4291.7,1962-12-30,9376182091,2023-07-27
567,Savita Gupta,375909722858,25854551391,UCO Bank,"House 978, Gandhi Nagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,17380.68,1931-06-24,9482367883,2022-08-13
568,Ramesh Ghosh,914233029276,40547398622,State Bank of India,"House 260, Rampur, Varanasi",Varanasi,PM Awas Yojana,130636.6,1981-11-05,9186604747,2024-04-27
569,Vijay Pandey,013480873543,78826033591,State Bank of India,"House 105, Bapunagar, Gorakhpur",Gorakhpur,NSAP Pension,3356.36,1999-08-19,9908599144,2022-06-20
570,Mangala Mishra,247250583334,30311587605,Punjab National Bank,"House 379, Model Town, Gorakhpur",Gorakhpur,PM Awas Yojana,134007.13,1966-03-24,9947576945,2024-07-26
571,Lalita Ghosh,893063578037,89121397436,UCO Bank,"House 590, Rampur, Nagaon",Nagaon,PM-KISAN,3275.75,1971-06-22,9855759940,2022-08-19
572,Prakash Gupta,805166608123,92788447909,UCO Bank,"House 391, Model Town, Sonitpur",Sonitpur,PMKVY Skill Dev,10324.41,1993-10-24,9527695844,2023-12-27
573,Pushpa Singh,912030252094,52375979531,UCO Bank,"House 665, Model Town, Darrang",Darrang,MGNREGA,5240.08,1966-01-17,9009860275,2022-12-03
574,Kavita Roy,376242662254,92036930914,State Bank of India,"House 935, Rampur, Sivasagar",Sivasagar,NSP Scholarship,9108.93,1987-12-12,9731172264,2025-04-26
575,Usha Jha,720517107308,71564783703,State Bank of India,"House 499, Shantinagar, Goalpara",Goalpara,Ayushman Bharat,18810.3,1980-10-09,9802741485,2021-09-23
576,Mangala Rani,104332181960,79402654235,State Bank of India,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Sivasagar,PM Awas Yojana,140428.06,1998-07-28,9250666860,2023-06-05
577,Pushpa Patel,104332181960,79402654235,State Bank of India,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Jorhat,NSAP Pension,1948.45,1980-09-01,9700894234,2025-06-30
578,Prakash Yadav,129146502234,77804579725,State Bank of India,"House 885, Nehru Vihar, Sonitpur",Sonitpur,PM Awas Yojana,128739.2,1996-08-04,9703398214,2023-02-23
579,Kiran Devi,512405682996,29145046173,Punjab National Bank,"House 463, Model Town, Lakhimpur",Lakhimpur,PMKVY Skill Dev,19408.72,1981-11-10,9842150317,2022-11-06
580,Rajan Sharma,359618307348,79402654235,State Bank of India,"House 899, Model Town, Lakhimpur",Lakhimpur,NSAP Pension,1967.51,1987-03-28,9264259720,2023-10-23
581,Lalita Pandey,969192845525,97107563353,Punjab National Bank,"House 650, Gandhi Nagar, Nagaon",Nagaon,PM Awas Yojana,143604.18,1970-09-06,9953259399,2024-05-10
582,Pushpa Roy,062397265273,54352090421,Canara Bank,"House 470, Gandhi Nagar, Kamrup",Kamrup,Ayushman Bharat,12704.06,1970-06-05,9349292983,2025-03-14
583,Ashok Iyer,702838578652,78585497334,UCO Bank,"House 306, Krishnanagar, Lakhimpur",Lakhimpur,Ayushman Bharat,47366.85,1974-07-20,9437575844,2025-01-01
584,Anjali Rani,094765118615,64099414753,UCO Bank,"House 553, Nehru Vihar, Allahabad",Allahabad,PM Awas Yojana,141200.44,1983-12-24,9705424519,2025-05-16
585,Meera Verma,648072791033,68296353390,Punjab National Bank,"House 834, Shantinagar, Dhubri",Dhubri,NSAP Pension,1868.0,1973-09-17,9817766558,2023-04-19
586,Priya Roy,157660538444,46306000258,UCO Bank,"House 326, Shantinagar, Sivasagar",Sivasagar,PM-KISAN,2681.64,1962-09-03,9386396096,2024-12-18
587,Anjali Rani,866715544605,39260967462,Canara Bank,"House 140, Rampur, Dhubri",Dhubri,NSP Scholarship,8662.14,1982-10-01,9649911928,2023-09-24
588,Ashok Nath,241502745644,94856257287,State Bank of India,"House 194, Krishnanagar, Jorhat",Jorhat,NSP Scholarship,3491.1,1984-10-26,9074276170,2023-03-18
589,Geeta Rani,964673865690,11615594078,Punjab National Bank,"House 988, Shantinagar, Gorakhpur",Gorakhpur,NSAP Pension,3962.58,1977-07-08,9673322912,2024-02-05
590,Ashok Ghosh,358681225957,24461767929,UCO Bank,"House 795, Bapunagar, Nagaon",Nagaon,PM Awas Yojana,135763.02,1989-08-22,9599599610,2025-07-09
591,Dinesh Mukherjee,211602041813,59989897211,Canara Bank,"House 986, Rampur, Gorakhpur",Gorakhpur,Ayushman Bharat,37893.05,1975-04-03,9801864482,2024-10-13
592,Priya Sharma,211063301658,37379274907,Bank of Baroda,"House 520, Rampur, Allahabad",Allahabad,MGNREGA,3954.7,1983-07-07,9428931132,2023-11-19
593,Prakash Rani,709001635640,72324728289,Punjab National Bank,"House 909, Bapunagar, Nagaon",Nagaon,MGNREGA,13625.75,1976-02-18,9001788224,2021-08-31
594,Saroj Das,003562439587,39592323421,State Bank of India,"House 547, Nehru Vihar, Goalpara",Goalpara,PM-KISAN,5777.98,1997-09-17,9285155333,2023-12-27
595,Ashok Das,686119976759,83326170505,UCO Bank,"House 213, Shantinagar, Kamrup",Kamrup,PM Awas Yojana,125687.74,1969-04-06,9819565728,2023-08-13
596,Pushpa Kumar,359717717030,56870941246,State Bank of India,"House 338, Rampur, Dhubri",Dhubri,PMKVY Skill Dev,19558.12,1978-07-09,9838953376,2022-07-21
597,Anjali Tiwari,745245557469,66060652740,Bank of Baroda,"House 214, Bapunagar, Allahabad",Allahabad,PM Awas Yojana,141500.18,1974-10-21,9505665883,2024-06-24
598,Kiran Patel,322273938992,04573532366,State Bank of India,"House 520, Shantinagar, Darrang",Darrang,NSAP Pension,5882.37,1959-02-16,9610870826,2022-04-13
599,Bharat Nath,416052975161,36968164535,Bank of Baroda,"House 79, Nehru Vihar, Varanasi",Varanasi,Ayushman Bharat,33495.11,1983-11-09,9552312432,2022-04-23
600,Kiran Sharma,016668700217,65918033974,State Bank of India,"House 947, Rampur, Lakhimpur",Lakhimpur,PM Awas Yojana,140532.86,1976-02-05,9890250392,2021-06-20
601,Vinod Patel,061537012424,46263251448,UCO Bank,"House 655, Rampur, Jorhat",Jorhat,MGNREGA,3914.71,1987-04-18,9103142175,2025-01-02
602,Saroj Jha,617815969838,45720266568,Canara Bank,"House 783, Krishnanagar, Nagaon",Nagaon,Ayushman Bharat,32523.6,1969-07-02,9912573498,2022-05-12
603,Anjali Mukherjee,850342362203,34742463104,Bank of Baroda,"House 680, Gandhi Nagar, Kamrup",Kamrup,PM-KISAN,4856.82,1963-12-16,9868008529,2024-02-11
604,Mangala Gupta,406547476950,90418985664,Bank of Baroda,"House 37, Rampur, Barpeta",Barpeta,MGNREGA,13806.96,1971-09-18,9562388788,2022-10-28
605,Anjali Mukherjee,551281775123,95978155426,State Bank of India,"House 781, Bapunagar, Jorhat",Jorhat,Ayushman Bharat,41544.42,1959-10-25,9236024465,2021-05-11
606,Vijay Sharma,847242642364,28131909248,Canara Bank,"House 965, Gandhi Nagar, Gorakhpur",Gorakhpur,PM-KISAN,5579.69,1980-01-21,9039111428,2024-12-27
607,Ashok Ghosh,724616303438,30009143529,Punjab National Bank,"House 634, Krishnanagar, Dhubri",Dhubri,MGNREGA,14830.99,1957-02-19,9417996546,2021-06-15
608,Rajesh Roy,990069680186,77403784233,UCO Bank,"House 869, Shantinagar, Barpeta",Barpeta,PM-KISAN,3227.03,1967-08-12,9300677625,2023-11-06
609,Meera Devi,129391304488,18984841604,Canara Bank,"House 96, Bapunagar, Goalpara",Goalpara,NSAP Pension,3199.72,1996-07-31,9211901707,2023-08-30
610,Anjali Gupta,280588377435,40476253950,State Bank of India,"House 90, Rampur, Nagaon",Nagaon,NSP Scholarship,11231.72,1986-12-21,9558627788,2022-09-01
611,Priya Verma,165667010651,33387262473,State Bank of India,"House 454, Model Town, Kanpur",Kanpur,Ayushman Bharat,43760.71,1992-06-19,9080132677,2024-06-27
612,Mohan Mukherjee,333721885666,95413297150,Canara Bank,"House 416, Model Town, Kamrup",Kamrup,NSAP Pension,3615.1,1964-02-02,9705514377,2023-06-19
613,Dinesh Yadav,337209451676,70636328630,State Bank of India,"House 69, Krishnanagar, Gorakhpur",Gorakhpur,NSP Scholarship,10949.53,1987-08-28,9008484264,2021-05-08
614,Ashok Iyer,735189622527,56002230234,State Bank of India,"House 382, Gandhi Nagar, Sivasagar",Sivasagar,MGNREGA,11922.7,1960-09-25,9125158904,2025-02-10
615,Mohan Reddy,940369481126,64971967068,Bank of Baroda,"House 224, Shantinagar, Kamrup",Kamrup,Ayushman Bharat,14930.31,1991-04-19,9016125901,2023-06-09
616,Kavita Mishra,983584461777,32643095449,Canara Bank,"House 626, Bapunagar, Jorhat",Jorhat,NSP Scholarship,9525.27,1985-01-22,9799702927,2025-04-17
617,Anjali Mukherjee,758428241724,82513534655,Punjab National Bank,"House 600, Shantinagar, Allahabad",Allahabad,NSP Scholarship,7173.85,1990-09-07,9709991738,2025-01-05
618,Pushpa Devi,675635584227,17266256504,Canara Bank,"House 895, Rampur, Jorhat",Jorhat,PM-KISAN,3905.64,1997-05-29,9144130686,2024-09-04
619,Saroj Iyer,819960593297,15096883275,Bank of Baroda,"House 180, Gandhi Nagar, Lakhimpur",Lakhimpur,MGNREGA,14245.69,1983-04-30,9524103977,2024-04-24
620,Kavita Roy,790827231843,22259136517,Canara Bank,"House 491, Krishnanagar, Darrang",Darrang,NSAP Pension,4281.32,1964-05-21,9030299228,2025-06-19
621,Mohan Das,184025787036,86050630663,Canara Bank,"House 850, Rampur, Lakhimpur",Lakhimpur,PM-KISAN,3483.86,1989-08-27,9816409891,2025-08-16
622,Ashok Kumar,841241182449,35348740164,State Bank of India,"House 4, Shantinagar, Kanpur",Kanpur,NSP Scholarship,9940.07,1977-10-01,9278680112,2022-08-17
623,Savita Jha,779570399626,37792711073,Punjab National Bank,"House 127, Krishnanagar, Darrang",Darrang,Ayushman Bharat,29925.44,1963-08-15,9220682432,2024-05-21
624,Anjali Kumar,796859096459,87240899217,Canara Bank,"House 652, Model Town, Barpeta",Barpeta,PMKVY Skill Dev,18704.42,1971-10-08,9166811339,2023-01-18
625,Rajesh Mishra,906168249793,99816153811,Canara Bank,"House 919, Model Town, Gorakhpur",Gorakhpur,NSP Scholarship,7637.42,1983-08-08,9710307372,2023-07-23
626,Vinod Roy,771215134228,49939089261,Bank of Baroda,"House 787, Gandhi Nagar, Jorhat",Jorhat,NSP Scholarship,9092.18,1971-10-07,9041659152,2025-07-10
627,Sunita Yadav,600308356691,06271531234,Punjab National Bank,"House 365, Rampur, Allahabad",Allahabad,PM-KISAN,5269.59,1984-10-18,9691776829,2024-07-03
628,Vijay Ghosh,953829441914,79053472839,Punjab National Bank,"House 904, Rampur, Allahabad",Allahabad,NSP Scholarship,11615.81,1964-07-28,9730953267,2025-08-22
629,Pushpa Roy,220429862269,92066617996,Bank of Baroda,"House 194, Shantinagar, Varanasi",Varanasi,PM Awas Yojana,131308.66,1987-05-29,9998335876,2022-07-27
630,Suresh Patel,656203634443,94689633181,Bank of Baroda,"House 201, Krishnanagar, Kanpur",Kanpur,Ayushman Bharat,21685.27,1963-06-03,9170731744,2023-09-07
631,Lalita Ghosh,309309671397,19126022132,State Bank of India,"House 888, Bapunagar, Dhubri",Dhubri,PM Awas Yojana,147719.63,1959-12-14,9672019111,2023-07-17
632,Usha Mukherjee,950905911918,62339220715,State Bank of India,"House 97, Gandhi Nagar, Sivasagar",Sivasagar,MGNREGA,9888.03,1966-06-29,9667252145,2024-09-09
633,Sunita Devi,681820967904,22711332288,UCO Bank,"House 668, Nehru Vihar, Allahabad",Allahabad,NSP Scholarship,11372.04,1970-08-15,9725459606,2024-05-06
634,Sanjay Iyer,047128144294,44019292752,Punjab National Bank,"House 802, Bapunagar, Barpeta",Barpeta,NSP Scholarship,5125.76,1985-01-11,9805129276,2021-05-14
635,Savita Reddy,104332181960,79402654235,Bank of Baroda,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Kanpur,PMKVY Skill Dev,15973.68,1969-03-09,9954176090,2022-04-29
636,Kavita Ghosh,969335390058,56154731566,Bank of Baroda,"House 599, Gandhi Nagar, Lakhimpur",Lakhimpur,NSP Scholarship,8112.9,1969-03-20,9511643690,2021-12-26
637,Bharat Verma,070716348508,95123708511,UCO Bank,"House 772, Rampur, Goalpara",Goalpara,NSP Scholarship,8599.94,1973-12-25,9545697296,2023-10-04
638,Ramesh Iyer,567333297323,96440282532,Canara Bank,"House 958, Model Town, Nagaon",Nagaon,MGNREGA,13749.23,1959-12-19,9699242773,2022-03-14
639,Rajan Rani,017365426241,78429029233,Punjab National Bank,"House 339, Model Town, Barpeta",Barpeta,MGNREGA,4142.99,1999-11-19,9090605308,2022-07-27
640,Ramesh Mishra,753989231324,65986693278,Punjab National Bank,"House 106, Gandhi Nagar, Barpeta",Barpeta,PM-KISAN,4636.44,1983-02-26,9765915382,2025-06-15
641,Kiran Mukherjee,251286823004,78686337524,Bank of Baroda,"House 960, Bapunagar, Sivasagar",Sivasagar,PM-KISAN,5061.96,1998-05-12,9690331190,2023-03-08
642,Mohan Pandey,243754025472,92842222310,Punjab National Bank,"House 589, Krishnanagar, Goalpara",Goalpara,PMKVY Skill Dev,13290.66,1968-02-01,9238055257,2022-08-29
